id,target_id,entity_id,type,value,rationale,confidence,updated_at,symbol,stable_key,unit,target_kind,target_status,entity_kind,locator,entity_status,shape,candidate,evidence_count,flags
fact:dfca134c-ffdc-463d-be5f-ffdc99712958,target:function:main/melee/ft/kinds/ftKirby/ftkirbyspecialhi:ftKb_AttackDashAir_800F22D4,,inferred_name,Likely `ftKb_SpecialHi_ResetRot`.,"The current target still only resets model-part rotation, contradicting its AttackDashAir-qualified symbol. The relocated exact-shape Luigi special-move analog is named `ftLg_SpecialLw_UpdateRot`; combined with the local SpecialHi context, this keeps `ftKb_SpecialHi_ResetRot` as the stronger descriptive guess.",0.88,2026-09-04T19:15:02.460Z,ftKb_AttackDashAir_800F22D4,main/melee/ft/kinds/ftKirby/ftkirbyspecialhi:ftKb_AttackDashAir_800F22D4,main/melee/ft/kinds/ftKirby/ftkirbyspecialhi,function,current,,,,prose_or_other,,2,
fact:dfcb1b24-85aa-4885-ac62-9a653ac20836,target:function:main/melee/gr/grtyoshi:grTYoshi_80223DF8,,inferred_name,Likely `stageGObj1_GObjProc`.,"The target occupies the `gobj_proc` field of callback-table entry 1. Closely related Target Test units consistently call the corresponding handler `stageGObj1_GObjProc`, which is stronger local naming evidence than the prior unit-prefixed callback-number form.",0.94,2026-09-04T20:17:04.500Z,grTYoshi_80223DF8,main/melee/gr/grtyoshi:grTYoshi_80223DF8,main/melee/gr/grtyoshi,function,current,,,,prose_or_other,,3,
fact:dfcd58c1-c569-4df5-89a4-ef05abf8601a,target:function:main/melee/db/dbscreenshot:fn_802289F8,,inferred_name,"A plausible original name is `db_WriteUSBFile`, reflecting that this static db-subsystem helper validates a `USB:` path and forwards a buffer to the HSD file-output routine.","The complete helper still performs only USB-path validation, prefix removal, and file-output delegation; its screenshot caller and neighboring `db_` functions preserve the contextual basis for this moderate-confidence naming inference.",0.72,2026-09-04T18:29:07.966Z,fn_802289F8,main/melee/db/dbscreenshot:fn_802289F8,main/melee/db/dbscreenshot,function,current,,,,prose_or_other,,1,
fact:dfd3db2d-d291-431d-8db9-82f641eb3447,target:function:main/melee/ft/kinds/ftCommon/ftCo_ItemScopeFire:fn_800D8378,,inferred_name,Likely `ftCo_ItemScope_Take_Dmg_Cb`.,"The function is installed in `take_dmg_cb` by both grounded and airborne ItemScopeFire setup, while `ftCo_Barrel_Take_Dmg_Cb` demonstrates the local callback naming convention.",0.85,2026-09-04T19:09:55.349Z,fn_800D8378,main/melee/ft/kinds/ftCommon/ftCo_ItemScopeFire:fn_800D8378,main/melee/ft/kinds/ftCommon/ftCo_ItemScopeFire,function,current,,,,prose_or_other,,2,
fact:dfd6ec8a-a20b-4599-be6a-f1822a05e1da,target:function:main/melee/gm/gm_1601:gm_801677F0,,inferred_name,A plausible original-style name is `gm_GetCurrentControllerPort`.,"The routine remains a direct getter paired with `gm_801677E8`, and current consumers consistently treat the returned byte as a controller port.",0.86,2026-09-04T19:36:12.649Z,gm_801677F0,main/melee/gm/gm_1601:gm_801677F0,main/melee/gm/gm_1601,function,current,,,,prose_or_other,,2,
fact:dfd9c958-4697-4c2a-8e2d-f3a54ede68cf,target:function:main/melee/ft/kinds/ftCommon/ftCo_0A01:ftCo_800A6D2C,,inferred_name,"Likely `ftCo_FindNearestFloorBelow` or, more explicitly, `ftCo_FindNearestFloorBelowOnOtherIsland`; the exact original wording is unknown.","The current function still excludes the fighter's island, requires a contact below the fighter-specific threshold, and minimizes distance, paired with the adjacent above-platform query.",0.74,2026-09-04T19:01:20.859Z,ftCo_800A6D2C,main/melee/ft/kinds/ftCommon/ftCo_0A01:ftCo_800A6D2C,main/melee/ft/kinds/ftCommon/ftCo_0A01,function,current,,,,prose_or_other,,1,possible_alternatives_review
fact:dfe3d304-3dc2-4de7-9d37-8023160116cb,target:function:main/melee/gm/gm_16AE:gm_8016B004,,inferred_name,Likely `gm_GetStageKind`.,"The accessor now directly returns a field named `stkind`, and gameplay callers store its result in an `StKind` local.",0.88,2026-09-04T19:35:22.638Z,gm_8016B004,main/melee/gm/gm_16AE:gm_8016B004,main/melee/gm/gm_16AE,function,current,,,,prose_or_other,,2,
fact:dfefb35f-037f-4b25-a0ce-b569a518626d,target:function:main/melee/ft/kinds/ftKirby/ftkirby:ftKb_SpecialN_800F1420,,inferred_name,`ftKb_SpecialN_SetPichuHatDiffuseColor` is a plausible original-style semantic name.,"The relocated body only applies diffuse color to copied-hat materials, and its adjacent caller uses it specifically during Pichu-hat installation.",0.78,2026-09-04T19:17:27.023Z,ftKb_SpecialN_800F1420,main/melee/ft/kinds/ftKirby/ftkirby:ftKb_SpecialN_800F1420,main/melee/ft/kinds/ftKirby/ftkirby,function,current,,,,prose_or_other,,1,
fact:dff00525-9ee9-483f-98d7-7d79b47f1094,target:function:main/melee/gr/grkinokoroute:grKinokoRoute_80207490,,inferred_name,Likely `grKinokoRoute_UpdateCamera`.,"The function's only substantive stage-specific operation is to derive and commit a camera offset from the primary fighter before invoking a camera routine. The `grKinokoRoute_` prefix follows the translation unit's established naming convention, while `UpdateCamera` describes the demonstrated role without guessing an unsupported lifecycle label.",0.79,2026-09-02T08:11:32.007Z,grKinokoRoute_80207490,main/melee/gr/grkinokoroute:grKinokoRoute_80207490,main/melee/gr/grkinokoroute,function,current,,,,prose_or_other,,2,
fact:dff639b3-f256-4c83-b00b-ae07eaae834b,target:function:main/melee/ft/kinds/ftKirby/ftkirbyspeciallink:ftKb_SpecialNLk800FB394,,inferred_name,ftKb_SpecialNLk_GetIndex,"The current Link implementation names its structurally corresponding bow-phase classifier ftLk_SpecialN_GetIndex. The Kirby function classifies the parallel copied-Link and copied-Young-Link motion families into the same ftLk_SpecialNIndex domain, supporting the Kirby-prefixed counterpart name.",0.91,2026-09-04T22:49:23.461Z,ftKb_SpecialNLk800FB394,main/melee/ft/kinds/ftKirby/ftkirbyspeciallink:ftKb_SpecialNLk800FB394,main/melee/ft/kinds/ftKirby/ftkirbyspeciallink,function,current,,,,bare_identifier,ftKb_SpecialNLk_GetIndex,2,
fact:dff673ce-5294-4499-8346-3a719f196537,target:function:main/melee/gr/grtest:grTest_8020715C,,inferred_name,`grTest_Ground0_Callback1`,"The function occupies `callback1` in TEST callback-table row 0, directly supporting the role-bearing name while leaving exact historical spelling inferential.",0.76,2026-09-04T23:11:11.514Z,grTest_8020715C,main/melee/gr/grtest:grTest_8020715C,main/melee/gr/grtest,function,current,,,,quoted_identifier,grTest_Ground0_Callback1,2,
fact:e00888f2-f37f-4aaf-9f2d-b4b4ebef7310,target:function:main/melee/gr/grinishie2:grInishie2_801FCBC0,,inferred_name,Likely `grInishie2_OnDemoInit`.,The target occupies the descriptor slot corresponding to `grTSeak_OnDemoInit` and has the same `void (bool)` signature and empty implementation. Applying the local module prefix makes `grInishie2_OnDemoInit` the most plausible original name.,0.97,2026-09-04T23:05:14.618Z,grInishie2_801FCBC0,main/melee/gr/grinishie2:grInishie2_801FCBC0,main/melee/gr/grinishie2,function,current,,,,prose_or_other,,2,
fact:e024950f-bff1-413e-a25c-152e50d75efe,target:function:main/melee/ft/kinds/ftDonkey/ftdonkeyheavyturn:ftDk_MS_345_800E0294,,inferred_name,Likely original-style name: ftDk_HeavyFall_Enter.,"The routine has the shape of a motion-state entry function, HeavyWait2 selects it for an airborne fighter, and the relocated HeavyFall module contains the corresponding IASA, physics, collision, and jump-recognition behavior. Together these make HeavyFall_Enter the most plausible role-based name, though no surviving source explicitly supplies that identifier.",0.88,2026-09-04T22:47:06.914Z,ftDk_MS_345_800E0294,main/melee/ft/kinds/ftDonkey/ftdonkeyheavyturn:ftDk_MS_345_800E0294,main/melee/ft/kinds/ftDonkey/ftdonkeyheavyturn,function,current,,,,prose_or_other,,3,
fact:e024e631-64f9-494f-9ecd-c009d0e35f41,target:data:main/melee/it/kinds/itpeachtoadspore:.data,,inferred_name,A plausible original-style semantic name is itPeachToadSpore_StateTable; the exact original identifier is not recovered.,"The current declaration confirms that the section target contains an ItemStateTable whose callbacks belong to the Peach Toad-spore module and motion state 0. That supports the existing module-qualified semantic guess, but no surviving symbol establishes its exact spelling.",0.79,2026-09-04T23:32:37.371Z,.data,main/melee/it/kinds/itpeachtoadspore:.data,main/melee/it/kinds/itpeachtoadspore,data,current,,,,prose_or_other,,1,
fact:e02ca94f-0f21-4b38-92cc-198b2a0c1982,target:function:main/melee/mn/mnsnap:fn_80253DE8,,inferred_name,mnSnap_RenderSlotSelector,"The owning GObj contains the two memory-card slot selectors, and this callback exclusively gates their rendering.",0.86,2026-09-04T21:21:07.290Z,fn_80253DE8,main/melee/mn/mnsnap:fn_80253DE8,main/melee/mn/mnsnap,function,current,,,,bare_identifier,mnSnap_RenderSlotSelector,2,
fact:e02cc42f-cc3c-489e-808d-06436c5399fb,target:function:main/melee/it/kinds/itrabbitc:it_80295138,,inferred_name,Likely `itRabbitc_EnterResting`.,"The routine enters RabbitC's stationary state 0 from construction or landing by clearing velocity, invoking `it_8026B390`, and changing state with `ITEM_ANIM_UPDATE`. The opcode-identical named analog `itFlipper_EnterResting` performs the same sequence, while neighboring RabbitC state callbacks use the `itRabbitc_` prefix.",0.95,2026-09-02T05:44:06.624Z,it_80295138,main/melee/it/kinds/itrabbitc:it_80295138,main/melee/it/kinds/itrabbitc,function,current,,,,prose_or_other,,2,
fact:e0305061-978f-4854-8b5a-4837bc619699,target:function:main/sysdolphin/baselib/hsd_3915:hsd_80391F28,,inferred_name,Likely original-style name: `DrawTickedLine`.,"The current body draws a baseline with regularly spaced major and minor ticks, fitting the unit's concise Draw-prefixed helper convention; no preserved symbol establishes the exact spelling.",0.69,2026-09-05T05:28:00.984Z,hsd_80391F28,main/sysdolphin/baselib/hsd_3915:hsd_80391F28,main/sysdolphin/baselib/hsd_3915,function,current,,,,prose_or_other,,1,
fact:e039267e-0b35-474b-af7e-0803b72d316e,target:function:main/melee/mp/mplib:mpLib_80053A04_Ceiling,,inferred_name,"A plausible original name is `mpCeilingFindPrev`, paired with the immediately following forward traversal as backward and forward ceiling-topology queries.","The current implementation remains a predecessor-oriented search through ceiling-classified lines and is still adjacent to structurally related forward ceiling traversal routines. The current header retains `Prev`, `Next`, and `Ceiling` terminology, so the directional role remains supported even though the exact original spelling is uncertain.",0.61,2026-09-04T23:42:22.459Z,mpLib_80053A04_Ceiling,main/melee/mp/mplib:mpLib_80053A04_Ceiling,main/melee/mp/mplib,function,current,,,,prose_or_other,,2,
fact:e03f4c2b-719b-4d3c-ad3b-fca28bdf75f2,target:function:main/melee/lb/lbmthp:lbMthp_8001F410,,inferred_name,A plausible original name is `lbMthp_Start`.,"The routine is the public lifecycle entry point that activates the singleton and begins timed movie playback; the exact original choice among start, play, or open remains unknown.",0.81,2026-09-04T21:14:09.528Z,lbMthp_8001F410,main/melee/lb/lbmthp:lbMthp_8001F410,main/melee/lb/lbmthp,function,current,,,,prose_or_other,,3,
fact:e043687e-3824-4e12-a39a-e104a8d7e71b,target:function:main/melee/ft/kinds/ftCommon/ftCo_ItemThrow:ftCo_80095328,,inferred_name,A plausible original name is `ftCo_LightThrowAir_CheckInput`.,"The function remains a Boolean held-item transition predicate used by aerial IASA callbacks, and its successful directional paths enter light-item-throw states. No preserved symbol confirms the exact spelling.",0.85,2026-09-04T19:07:24.400Z,ftCo_80095328,main/melee/ft/kinds/ftCommon/ftCo_ItemThrow:ftCo_80095328,main/melee/ft/kinds/ftCommon/ftCo_ItemThrow,function,current,,,,prose_or_other,,2,
fact:e04c9e5a-bff7-486d-9149-5a6003ca3d71,target:data:main/melee/if/textdraw:.bss,,inferred_name,"A plausible original name for the known storage is `devtext_pool`, following the module's `devtext_` convention and its role as the backing array for `devtext_poolhead`; confidence is reduced because the final 0x30 bytes may represent separate unidentified data rather than part of one authored pool object.","The current declaration names the recovered aggregate `devtext_pool`, models its known 32-entry prefix, and explicitly warns that the complete 0x6B0 extent may not be one authored structure. The initializer publishes its entries through `devtext_poolhead`, preserving the basis for the inferred name.",0.88,2026-09-04T23:14:16.093Z,.bss,main/melee/if/textdraw:.bss,main/melee/if/textdraw,data,current,,,,prose_or_other,,2,
fact:e04d9926-73f0-4ef0-ad26-7cbc83adda8c,target:function:main/melee/it/kinds/itmato:it_802D8554,,inferred_name,Likely `itMato_UnkMotion0_SetStatus`.,"The function exclusively installs state-table slot 0 and appears immediately before the `itMato_UnkMotion0_Anim`, `itMato_UnkMotion0_Phys`, and `itMato_UnkMotion0_Coll` callback family. Exact-opseq analogs in the Heiho and Klap item implementations perform the same zero-velocity state-entry operation, supporting the conventional `UnkMotion0_SetStatus` role, although no recovered symbol confirms the suffix.",0.86,2026-09-02T06:33:34.454Z,it_802D8554,main/melee/it/kinds/itmato:it_802D8554,main/melee/it/kinds/itmato,function,current,,,,prose_or_other,,3,
fact:e052c6b5-1f96-4743-ba42-8d630d9275b6,target:function:main/melee/gr/grtdrmario:grtDrMario_80220764,,inferred_name,Likely `grtDrMario_GObj1_Callback0`.,"The function occupies callback slot 0 of row 1, while the factory establishes that callback-table indices correspond directly to Ground object IDs. The exact operational analog `grBattle_GObj6_Callback0` supplies the recovered subsystem naming form. Retaining the unit's prevalent `grtDrMario_` prefix yields the most plausible local name, though no original symbol directly confirms it.",0.88,2026-09-02T07:26:06.538Z,grtDrMario_80220764,main/melee/gr/grtdrmario:grtDrMario_80220764,main/melee/gr/grtdrmario,function,current,,,,prose_or_other,,3,
fact:e054ee85-529b-4b1d-b52f-1d9ed40aa4b0,target:function:main/melee/gr/grbigblue:grBigBlue_801E57C0,,inferred_name,Likely `grBigBlue_OnInit`.,"The target remains in Big Blue's StageData initialization slot and retains the same one-time startup shape as the explicitly named `grKraid_OnInit`, including parameter caching, startup flags, object setup, model hiding, camera setup, and blast-zone setup.",0.98,2026-09-04T19:51:22.943Z,grBigBlue_801E57C0,main/melee/gr/grbigblue:grBigBlue_801E57C0,main/melee/gr/grbigblue,function,current,,,,prose_or_other,,2,
fact:e056177b-dd7f-4d5c-a2fc-1286eed6d13d,target:function:main/melee/ft/kinds/ftCommon/ftCo_CaptureWait:fn_800DBBF8,,inferred_name,Likely `ftCo_CaptureWaitHiToLw`.,Its defining operation is a frame-preserving transition into CaptureWaitLw from the CaptureWaitHi floor-contact path.,0.79,2026-09-04T19:02:18.221Z,fn_800DBBF8,main/melee/ft/kinds/ftCommon/ftCo_CaptureWait:fn_800DBBF8,main/melee/ft/kinds/ftCommon/ftCo_CaptureWait,function,current,,,,prose_or_other,,1,
fact:e07303fe-f36a-4b97-80e6-dab8942ecde0,target:function:main/melee/gm/gmcamera:gmCamera_801A2FFC,,inferred_name,`gmCamera_UpdateSnapshotSave` is a plausible original name.,"The function is the per-frame update callback paired with `gmCamera_801A2FBC`, which initiates snapshot persistence for state 7. Its entire body polls that operation and handles completion, making an update-oriented snapshot-save name plausible, although the original wording is not preserved.",0.72,2026-09-02T08:11:24.119Z,gmCamera_801A2FFC,main/melee/gm/gmcamera:gmCamera_801A2FFC,main/melee/gm/gmcamera,function,current,,,,prose_or_other,,2,
fact:e07c083f-da6b-49dd-9f3b-f94ddb7561de,target:function:main/melee/ft/kinds/ftDonkey/ftdonkeyms3450:ifSomething,,inferred_name,"Likely `ftDk_HeavyTurn_Enter`, naming it as the entry helper paired with the `ftDk_HeavyTurn_Anim`, `ftDk_HeavyTurn_IASA`, `ftDk_HeavyTurn_Phys`, and `ftDk_HeavyTurn_Coll` callback suite.","The relocated private helper is still called after accepted turn input and performs the complete action-state entry. The current neighboring module retains the corresponding ftDk_HeavyTurn callback suite, preserving the convention-based `_Enter` inference.",0.91,2026-09-04T22:47:40.784Z,ifSomething,main/melee/ft/kinds/ftDonkey/ftdonkeyms3450:ifSomething,main/melee/ft/kinds/ftDonkey/ftdonkeyms3450,function,current,,,,prose_or_other,,2,
fact:e07df4e7-2c2b-4308-bcde-58196fb4ee83,target:function:main/melee/it/kinds/itmasterhandlaser:it_802F0340,,inferred_name,A plausible original name is `itMasterHandLaser_Spawn`.,"The function is the module's externally called article factory: it fills a `SpawnItem`, allocates the article, initializes and attaches it, and returns the result. The unit already uses the `itMasterHandLaser` prefix, and a closely analogous named character-article constructor uses the `_Spawn` suffix. No surviving symbol establishes the exact spelling or capitalization, so this remains a semantic reconstruction.",0.85,2026-09-02T06:41:11.461Z,it_802F0340,main/melee/it/kinds/itmasterhandlaser:it_802F0340,main/melee/it/kinds/itmasterhandlaser,function,current,,,,prose_or_other,,3,
fact:e0815ac8-5f38-407f-b0f4-581afed92103,target:function:main/melee/it/kinds/itzgshell:it_802DFFA0,,inferred_name,A plausible original-style name is `itZGShell_ResetBoneVelocity`.,The current function exclusively zeroes the ZGShell-specific velocity vector that the adjacent helper supplies to `itUpdateVelocityFromBone`.,0.73,2026-09-04T21:06:42.916Z,it_802DFFA0,main/melee/it/kinds/itzgshell:it_802DFFA0,main/melee/it/kinds/itzgshell,function,current,,,,prose_or_other,,1,
fact:e08b55e2-7c86-46f1-a2cc-c43cd8bfd05d,target:function:main/melee/gr/grzebes:grZebes_801D9F30,,inferred_name,Likely `grZebesBGInit`.,"The target remains the `on_init` member paired with the recurring background process in the same Brinstar callback row, supporting the tentative `BGInit` role name.",0.78,2026-09-04T20:19:17.722Z,grZebes_801D9F30,main/melee/gr/grzebes:grZebes_801D9F30,main/melee/gr/grzebes,function,current,,,,prose_or_other,,2,
fact:e0981fb9-c378-47f6-922e-3f304d427dd1,target:function:main/melee/ft/kinds/ftSeak/ftseakspecials:ftSk_SpecialS_80111D54,,inferred_name,ftSk_SpecialAirSEnd_AirToGround,The function is called from `ftSk_SpecialAirSEnd_Coll` after landing and converts the fighter to grounded retract state 351. The current Mewtwo analog uses the same `SpecialAir*_AirToGround` naming form.,0.88,2026-09-04T19:32:17.760Z,ftSk_SpecialS_80111D54,main/melee/ft/kinds/ftSeak/ftseakspecials:ftSk_SpecialS_80111D54,main/melee/ft/kinds/ftSeak/ftseakspecials,function,current,,,,bare_identifier,ftSk_SpecialAirSEnd_AirToGround,2,
fact:e098bb09-2dff-453b-9003-77b53e58fc77,target:function:main/melee/pl/plbonuslib:pl_8003E17C,,inferred_name,Likely original-style name: `plBonusLib_RecordItemPickup`.,"The relocated common pickup flow invokes the routine before attachment, and the body records per-category item history. A Metal Box activation callsite makes the exact verb less certain, so this remains a moderate-confidence inference.",0.73,2026-09-04T21:24:55.329Z,pl_8003E17C,main/melee/pl/plbonuslib:pl_8003E17C,main/melee/pl/plbonuslib,function,current,,,,prose_or_other,,3,
fact:e0a14994-aab8-49aa-a070-76f97b86de6a,target:function:main/melee/ft/kinds/ftCommon/ftCo_Throw:fn_800DD6E4,,inferred_name,"Likely `ftCo_Throw_IsNonPlatformLine`, following the unit's `ftCo_Throw` naming family and describing its boolean test of a collision line.","The function belongs to the common throw unit, is shared by every directional Throw*_Coll callback, and returns true precisely for valid non-platform line IDs. The proposed name captures that demonstrated predicate without assigning an unsupported consequence to acceptance.",0.78,2026-09-02T06:30:21.512Z,fn_800DD6E4,main/melee/ft/kinds/ftCommon/ftCo_Throw:fn_800DD6E4,main/melee/ft/kinds/ftCommon/ftCo_Throw,function,current,,,,prose_or_other,,2,
fact:e0a3dce3-8b23-4eaf-aad2-bc7ff5b5e9c2,target:function:main/melee/gm/gmevent:gm_801BEBA8,,inferred_name,`gmEvent_IndexToEventID`,"The function returns the event-order table value at a supplied index, while the adjacent function performs the inverse identifier-to-index search.",0.85,2026-09-04T19:38:53.331Z,gm_801BEBA8,main/melee/gm/gmevent:gm_801BEBA8,main/melee/gm/gmevent,function,current,,,,quoted_identifier,gmEvent_IndexToEventID,1,
fact:e0a64648-1ae0-40d7-b052-dbfacd014473,target:function:main/melee/if/ifstock:ifStock_802FB41C,,inferred_name,A plausible original-style name is `ifStock_FreeTargetIcons`.,"The function exclusively releases the dedicated pool constructed by `ifStock_802FA118`, whose entry-zero process is driven by target-course counts.",0.84,2026-09-04T20:23:08.773Z,ifStock_802FB41C,main/melee/if/ifstock:ifStock_802FB41C,main/melee/if/ifstock,function,current,,,,prose_or_other,,3,
fact:e0a6573a-fffc-4058-ad6c-0a6f2694fe03,target:function:main/melee/lb/lbcommand:Command_06,,inferred_name,Command_Return,"The current source labels Command_06 Return, and its body restores the most recently saved continuation created by Command_05. Command_Return follows the translation unit's established handler naming convention.",0.95,2026-09-04T21:09:44.121Z,Command_06,main/melee/lb/lbcommand:Command_06,main/melee/lb/lbcommand,function,current,,,,bare_identifier,Command_Return,1,
fact:e0a687c0-00b8-4d97-8572-fcf6f773fe2b,target:function:main/melee/ft/ftlib:ftLib_8008702C,,inferred_name,A plausible original name is `ftLib_IncrementFighterReferenceCount`.,Current code still identifies the underlying storage as a fighter reference counter and shows this wrapper as the unconditional +1 member of an adjacent acquire/release pair. The exact original spelling remains unproven.,0.86,2026-09-04T18:57:25.112Z,ftLib_8008702C,main/melee/ft/ftlib:ftLib_8008702C,main/melee/ft/ftlib,function,current,,,,prose_or_other,,2,
fact:e0c01677-88e2-4aba-8c39-c5cd59e4eed9,target:function:main/melee/gm/gmresult:fn_801749B8,,inferred_name,A plausible original-style name is `gmResult_SetStatsScissor`.,"The function belongs to the preserved `gmresult` translation unit, and its sole effect is to derive and install the statistics area's GX scissor rectangle. The exact original suffix is not preserved, so this is a semantic reconstruction rather than a rename instruction.",0.73,2026-09-02T15:11:00.003Z,fn_801749B8,main/melee/gm/gmresult:fn_801749B8,main/melee/gm/gmresult,function,current,,,,prose_or_other,,2,
fact:e0c32ccc-b895-45e1-8140-5346c1d60e1a,target:data:main/sysdolphin/baselib/objalloc:.sbss,,inferred_name,alloc_datas,"The current fully matched source names the unit's zero-initialized static descriptor-registry pointer `alloc_datas`, and all of its accesses confirm that this identifier denotes the registry head represented by the section target.",0.97,2026-09-04T21:34:52.663Z,.sbss,main/sysdolphin/baselib/objalloc:.sbss,main/sysdolphin/baselib/objalloc,data,current,,,,bare_identifier,alloc_datas,2,
fact:e0d8a862-45ac-4918-a781-669fd02a059c,target:function:main/melee/ft/kinds/ftPopo/ftpopospecialhi:ftPp_SpecialHi_8012280C,,inferred_name,Likely `ftPp_SpecialAirHiThrow2_Enter`.,"The routine always begins motion state 354 at frame 0, and the action-state table names that state and its callback suite `SpecialAirHiThrow2`. Its callers use it as the entry transition when Nana accepts the paired follow-up. The exact original symbol is not preserved, so the proposed `_Enter` name remains a convention-based inference.",0.84,2026-09-02T06:13:45.125Z,ftPp_SpecialHi_8012280C,main/melee/ft/kinds/ftPopo/ftpopospecialhi:ftPp_SpecialHi_8012280C,main/melee/ft/kinds/ftPopo/ftpopospecialhi,function,current,,,,prose_or_other,,3,
fact:e0fd017a-a26f-487d-aeb0-d72e8a1eff37,target:function:main/melee/it/kinds/itnesspkfirepillar:itNesspkfirepillar_802AA494,,inferred_name,Likely `itNesspkfirepillar_Spawn`.,"The current function is the pillar unit's externally invoked article factory: it fills a SpawnItem, invokes the common item creator, and performs post-creation setup only on success. The `Spawn` suffix is plausible but remains unconfirmed by a surviving original symbol.",0.84,2026-09-04T20:52:00.489Z,itNesspkfirepillar_802AA494,main/melee/it/kinds/itnesspkfirepillar:itNesspkfirepillar_802AA494,main/melee/it/kinds/itnesspkfirepillar,function,current,,,,prose_or_other,,2,
fact:e0fddcd3-d758-43fb-980b-caaed533b604,target:function:main/melee/gr/grbigblue:grBigBlue_801EE398,,inferred_name,A plausible original-style name is `grBigBlue_ApplyCarState`.,"The routine belongs to the grBigBlue family, receives an indexed active car and requested state, and applies that state together with all required one-time entry or initialization effects. The exact original suffix is not preserved.",0.72,2026-09-04T03:32:50.527Z,grBigBlue_801EE398,main/melee/gr/grbigblue:grBigBlue_801EE398,main/melee/gr/grbigblue,function,current,,,,prose_or_other,,2,
fact:e11996f9-9768-40e3-8fcb-e54d3efc3413,target:function:main/melee/ft/ftlib:ftLib_80086BEC,,inferred_name,A plausible original-style name is `ftLib_GetPosDelta`.,"The current routine remains a pure output getter for the explicitly named `pos_delta` field and sits beside `ftLib_GetMotionId`, preserving support for the existing `ftLib_Get...` name inference.",0.84,2026-09-04T18:58:34.458Z,ftLib_80086BEC,main/melee/ft/ftlib:ftLib_80086BEC,main/melee/ft/ftlib,function,current,,,,prose_or_other,,1,
fact:e1252e39-3792-4fab-abef-ba76d373e0e7,target:function:main/melee/gr/grbigblue:grBigBlue_801E635C,,inferred_name,`grBigBlue_GObj1_GObjProc` is a plausible original-style name.,"The target occupies Big Blue entry 1's process field, and current recovered stage code uses `stageGObjN_GObjProc` for the same field.",0.78,2026-09-04T19:52:43.263Z,grBigBlue_801E635C,main/melee/gr/grbigblue:grBigBlue_801E635C,main/melee/gr/grbigblue,function,current,,,,prose_or_other,,2,
fact:e134b650-5ae5-4086-945f-1ecc2a4c099b,target:function:main/melee/ft/ftparts:ftParts_800753D4,,inferred_name,ftParts_LoadAndAttachPart,"Within the ftParts naming convention, the routine's distinguishing operation is to load an isolated resource joint as two runtime JObjs and attach them to configured locations in the fighter hierarchy. The exact original spelling is not recovered, so this remains a semantic name inference.",0.74,2026-09-02T06:37:24.312Z,ftParts_800753D4,main/melee/ft/ftparts:ftParts_800753D4,main/melee/ft/ftparts,function,current,,,,bare_identifier,ftParts_LoadAndAttachPart,3,
fact:e1380da5-e0d9-4308-b1da-ba295f604f58,target:function:main/melee/mn/mnlanguage:mnLanguage_8024C5C0,,inferred_name,mnLanguage_Init,"The routine performs the subsystem's complete top-level entry sequence—state initialization, resource loading, screen construction, and process setup—making Init the plausible role-based name.",0.84,2026-09-04T21:20:19.720Z,mnLanguage_8024C5C0,main/melee/mn/mnlanguage:mnLanguage_8024C5C0,main/melee/mn/mnlanguage,function,current,,,,bare_identifier,mnLanguage_Init,1,
fact:e13abefe-11e2-4b02-be17-a9b41de79652,target:function:main/melee/pl/plbonuslib:pl_8003FDF4,,inferred_name,A plausible original-style name is `plBonusLib_RecordHammerDropBonus`.,"The function belongs to `plbonuslib`, is called only from the HammerFall path immediately after the held Hammer is processed through its `dropped` lifecycle and Hammer state is removed, and records one fixed bonus decision. The precise original wording is not preserved, so the proposed name describes the evidenced role without identifying decision `0xC4` with an unsupported display name.",0.72,2026-09-02T12:14:14.493Z,pl_8003FDF4,main/melee/pl/plbonuslib:pl_8003FDF4,main/melee/pl/plbonuslib,function,current,,,,prose_or_other,,3,
fact:e13ff3e6-e3c8-423d-85dd-4c87a92c5e50,target:function:main/melee/it/kinds/itentei:it_802CF4D4,,inferred_name,A plausible original-style name is itEntei_UnkMotion0_Enter.,"The current source shows the function selecting and configuring state 0 beside the established itEntei_UnkMotion0_* animation, physics, and collision callback family.",0.84,2026-09-04T23:18:36.171Z,it_802CF4D4,main/melee/it/kinds/itentei:it_802CF4D4,main/melee/it/kinds/itentei,function,current,,,,prose_or_other,,1,
fact:e14710d7-3888-4398-9329-10bde64827f5,target:function:main/melee/gm/gmregenddisp:gm_801A8114,,inferred_name,Likely original-style name: gmRegenddisp_ApplyCharacterTrophyTransform.,The head body and caller still establish that this regular-ending helper applies trophy-derived transform values to the current-character model; exact original spelling remains speculative.,0.7,2026-09-04T22:59:57.744Z,gm_801A8114,main/melee/gm/gmregenddisp:gm_801A8114,main/melee/gm/gmregenddisp,function,current,,,,prose_or_other,,2,
